Name,GUID,StatusOfReport
Do Son-1x DDR_58 22-10-2009.pdf,57d9de66-8749-44e3-b7ba-d48965d995b2,
Do Son-1x DDR_59 23-10-2009.pdf,265173f6-3aec-4a85-9275-d84b801ddb7b,
Do Son-1x DDR_60 24-10-2009.pdf,c7e745f8-4c78-483d-a20f-6a44682803ef,
Do Son-1x DDR_61 25-10-2009.pdf,319657eb-5971-4d18-986a-3d63b44bc5d6,
Do Son-1x DDR_64 28-10-2009.pdf,a5be9e24-cb0e-48a8-954b-86d497655aad,
Do Son-1x DDR_66 30-10-2009.pdf,f079dbaa-a0ef-4685-9e01-499ac92b41b8,
Do Son-1x DDR_65 29-10-2009.pdf,c0b80e7d-7158-4f11-9034-3642e4c9b0b6,
Do Son-1x DDR_67 31-10-2009.pdf,926abd77-b4cb-4d82-a5f5-1a67f903f31f,
Do Son-1x DDR_68 1-11-2009.pdf,bd1d8194-f1d9-431c-92cb-455334d5a6ec,
Do Son-1x DDR_69 2-11-2009.pdf,9851c30d-cae3-470a-8920-a65963149e7c,
Do Son-1x DDR_70 3-11-2009.pdf,c049af5b-429d-4714-81fd-b26c81b81346,
Do Son-1x DDR_72 05-11-2009.pdf,37cf0f1c-16de-44d4-85e6-e4c8620fb60f,
Do Son-1x DDR_73 06-11-2009.pdf,bd823c7a-a8fe-47f8-ba3c-b8a34afa62a0,
Do Son-1x DDR_75 08-11-2009.pdf,aae080ba-ccbf-474f-9545-0d20e18d0808,
Do Son-1x DDR_77 10-11-2009.pdf,c0e786bd-70a1-40f6-a141-e18e8a491135,
Do Son-1x DDR_74 07-11-2009.pdf,b7b0f33a-bb2f-4400-9931-79ee1ba428c8,
Do Son-1x DDR_78 11-11-2009.pdf,e87e51b4-37b9-411e-86c4-815fe1de0257,
Do Son 1X_CPR_8_080909.xls,588a0d9b-16a0-4b89-a7ae-2740b893913c,
â.xls,10134564-d10b-4f76-b8ea-27e2c37324e6,
Do Son 1X_DGR_19_270909.pdf,0bb915f1-dead-4419-a0ac-3deb770c023c,
Do Son-1X_LWDRT_200MD_2350m_2549m.pdf,7fc16c3c-9b25-4053-ba6b-4b655d33022e,
Do Son-1X_Surveys.txt,971b5ef1-9bbb-4aa0-92df-153364e5f097,
Do Son-1X_Surveys.xls,2f10a682-f4fd-4914-b413-46e7b9c55172,
Do Son-1X_LWDRT_500MD_2350m_2549m.pdf,650ea7d1-617c-46a8-b5e2-b8eebc63f202,
Do Son-1X_LWDRT_200MD_2350m_2593m.pdf,0c7023af-6f19-43e8-a1e9-c2b26de92890,
Do Son-1X_Surveys.txt,65d27a66-c76b-471f-b95c-56377535e49f,
Do Son-1X_LWDRT_200MD_2587m_2741m.pdf,4b27e613-11bd-4cb3-93fa-b1cacae435ad,
Do Son-1X_LWDRT_500MD_2350m_2593m.pdf,80557205-7116-4678-bf01-c8a241a7cc05,
Do Son-1X_LWDRT_500MD_2587m_2741m.pdf,2b2bc467-ff28-4c49-a717-b21b199818e6,
Surveys.xls,2fe24070-25cd-4cfe-9fff-732c165eb17f,
Do Son-1X_LWDRT_200MD_2580m_2822m.pdf,dbe76286-c06c-42e8-9dce-f0d607d97384,
Surveys.xls,65613a17-9c1d-49ab-95bf-80c611caf46f,
Do Son-1X_LWDRT_500MD_2580m_2822m.pdf,0b4ccff4-15c3-4980-811c-aea89b8e0aef,
Do Son-1X_LWDRT_200MD_2350m_2473m.pdf,0bdb447a-57b7-46ca-8670-a89f777db45c,
Do Son-1X_LWDRT_500MD_2350m_2473m.pdf,693076a0-22d2-4fac-81cf-a5b0f60a2e21,
Do Son-1X_Surveys.txt,e13278c5-72e9-4c51-b892-7d6876fb0bc8,
Do Son-1X_LWDRT_200MD_2580m_2965m.pdf,ddbaa436-23ac-42cc-aed9-c0526d933d02,
Do Son-1X_LWDRT_500MD_2580m_2965m.pdf,d9f78afa-d8ff-4f87-af93-bef395fd32d8,
Surveys.xls,b087841f-4a17-4fc1-b9db-2b779909c67e,
Do Son-1X_LWDRT_200MD_1300m-1473m.pdf,e2bf08d1-cac1-4145-bb16-17a9c82ac4dc,
DS-1X_Survey_18Sept09.xls,4b57f409-aead-4f64-bb88-48ef127972fd,
Do Son-1X_LWDRT_500MD_1300m-1473m.pdf,910f196d-2a15-45b3-bdcb-76cb8a4cee46,
Do Son-1X_LWDRT_200MD_1332m_3029m.pdf,e5778da2-1725-45c4-9ab5-3f44c6aaed12,
Do Son-1X_LWDRT_500MD_1332m_3029m.pdf,2224e23f-4c4e-411a-85a8-27923c98920c,
Surveys.xls,f1263e12-a242-44d2-bf31-ec72221f8bbd,
Do Son-1X_LWDRT_200MD_2580m_3020m.pdf,2a22623b-7a2c-43c1-9efc-1211f53a883e,
Do Son-1X_LWDRT_500MD_2580m_3020m.pdf,34ad82d8-7f82-4f76-a008-7e967b3abcd0,
Surveys.xls,179e5cce-916e-4732-88bd-4ba3ce54df65,
Do Son-1X_LWDRT_500MD_1310m_1968m.pdf,3f983313-29af-4c8a-83b6-dfd8246f5cd2,
Do Son-1X_LWDRT_200MD_1310m_1968m.pdf,edbf9e6a-4713-4591-9116-019933edc1ce,
Do Son-1X_LWDRT_200MD_1310m_2143m.pdf,08267f50-9092-4b97-ab29-e443d64af39b,
Do Son-1X_LWDRT_500MD_1310m_2143m.pdf,76f230ea-2622-46c6-ad7e-4e23c12fbb28,
DS-1X_Survey_TD_19Sept09_1700hrs.xls,d665139f-bc0f-404a-8a4a-a65cd9aa3211,
Surveys.xls,01d82351-f1c8-4b50-b0d8-fa77a9c884df,
Do Son-1X_LWDRT_200MD_2100m_2357m.pdf,6c79f517-88d8-40cd-a8c6-561a9cdceb28,
Do Son-1X_LWDRT_500MD_2100m_2357m.pdf,5402e99f-3448-4035-80b3-d7029f447294,
Surveys.xls,070b5134-85b8-47fb-800b-4c8462252c12,
DoSon-1X_LWDRT_200MD_2100m_2328m.pdf,4c6cb9b6-2a8a-497c-9953-5777f7247f3c,
DoSon-1X_LWDRT_500MD_2100m_2328m.pdf,284faf0b-98d8-45c3-83c6-97df6479f778,
Las file.txt,140cff71-1026-4c6e-a231-d6a2b9c008bf,
Do Son-1X_LWDRT_200MD_2300m_2390m.pdf,830cb8a2-1674-48a8-808f-034461160b1c,
Do Son-1X_Surveys.txt,98c9659f-c004-455d-aca9-1f4c85abe0ca,
Do Son-1X_LWDRT_500MD_2300m_2390m.pdf,8d6a5b92-367f-439e-a947-ce71f084d6d2,
Do Son-1X_LWDRT_200MD_2300m_2409m.pdf,fea9f5bb-b5a4-4a8a-be30-55af5acff8ac,
Surveys.xls,f9d5590a-6826-4eef-828b-03d1e6018830,
Do Son-1X_LWDRT_500MD_2300m_2409m.pdf,5ae7a01a-37e4-45f5-a652-d4386cde897c,
DoSon-1X_LWDMEM_200MD_2300m_2409m.pdf,e2c37e0e-875d-4aa7-badd-42d847933cf1,
DoSon-1X_LWDMEM_500MD_2300m_2409m.pdf,f060b334-7f32-4cf4-a7c2-df4ab4fc088f,
Do Son-1X_LWDMEM_500MD.pdf,fb4bd57b-ac6e-4505-a606-cf061bfba7b8,
Do Son-1X_LWDMEM_200MD_1300m_2363m.pdf,c3247612-8738-43e1-86d0-8c5942df5721,
Do Son-1X_LWDMEM_500MD_1300m_2363m.pdf,252bc6e4-3b42-4724-ae4d-9997e4e62780,
DO SON-1X_MudLog-2730mMD_0600hrs 25 Oct 2009.pdf,6888269b-a80b-4c09-bdde-789c32fc9973,
ILO_200909_0600hrs.doc,a84d138c-2cc0-4d5c-9193-c6bef9e09c7a,
ILO_261009@0600hrs.doc,c6a14e26-3c59-4cf4-97f4-b86e8a39638b,
"ILO_Do Son-1X_Afternoon Report_36_Oct 05, 2009.doc",2bb75575-db62-4b45-a495-9818833d8567,
ILO_211009@0600hrs.doc,0dbb788e-5caa-4b15-9ffe-1d698d8bae42,
ILO_Do Son-1X_Afternoon Report_46_Oct 16 2009.doc,32fe9573-aba8-47d3-97a4-ed14cb2b73eb,
"ILO_Do Son-1X_Afternoon Report_53_Oct 23, 2009.doc",32fcdacb-44f5-4742-9b3f-e9423b991e75,
"ILO_Do Son-1X_Afternoon Report_55_Oct 25, 2009.doc",facb02b4-3fe6-4c54-9ab2-84492c1f437a,
"ILO_Do Son-1X_Afternoon Report_57_Oct 27, 2009.doc",46166243-589b-4374-b0ec-260edcd7d8b7,
ILO_Do Son-1X_Afternoon Report_69_Nov 8th_2009.doc,7e75401a-20ac-4cd2-ac65-6cc276f1765c,
ILO_Do Son-1X_Drilling parameter_1332.5m-1512m.xls,cc8935d2-2465-41d3-8142-225b41d7bf39,
ILO_Do Son-1X_Drilling parameter_1853m-1981m.xls,c01a07ff-c915-4e9e-9b68-436dd04efba3,
ILO_Do Son-1X_Drilling parameter_2143m-2355m.xls,23c51019-d1f1-44af-8377-11d2c3d7cf2d,
ILO_Do Son-1X_Drilling parameter_1332.5m-2143m.xls,f48df007-e2d3-492a-a8bd-9c5e0b2ff465,
ILO_Do Son-1X_Drilling parameter_2353m-2362m.xls,ed901b33-4b3d-4a48-9d74-2dfecbb8697c,
ILO_Do Son-1X_Drilling parameter_2362m-2390m.xls,f5d145c1-c800-41fe-895d-bdccf7071236,
ILO_Do Son-1X_Drilling parameter_2388m-2409m.xls,4492caee-9fc8-497d-83f7-9bd459bec7e7,
ILO_Do Son-1X_Drilling parameter_2400m-2466m.xls,d61f929e-b74e-4880-bba6-2ee111b63a39,
ILO_Do Son-1X_Drilling parameter_2420m-2593m.xls,3f0f6449-8664-4a5d-874d-f6043673e9de,
ILO_Do Son-1X_Drilling parameter_2593m-2598m.xls,d1ef22b6-aa93-4c9d-a1f1-c503b6fa0f20,
ILO_Do Son-1X_Drilling parameter_2650m-2730m_25Oct09.xls,d95fb8ff-8d73-4b56-b647-8317122e6578,
ILO_Do Son-1X_Drilling parameter_2605m-2624m_24Oct09.xls,c87fe562-6e7b-4e91-b45d-224014b7728e,
ILO_Do Son-1X_Drilling parameter_2725m-2780m_25Oct09.xls,026556a7-cd92-45b0-a88d-6d5098138ad7,
ILO_Do Son-1X_Drilling parameter_2960m-2919.5m_27th.Oct09.xls,dddeb002-f475-4b59-b02c-5f8867f7d40f,
ILO_Do Son-1X_Gas Ascii_1332.5m-1478m.xls,dae40269-af6a-4662-9e84-a9b6a8963db9,
ILO_Do Son-1X_Gas Ascii_1838m-1952m.xls,9aa89da4-4ef2-474c-b0fb-a8a73e43d170,
ILO_Do Son-1X_Gas Ascii_2143m-2355m.xls,3ff68864-e9fa-4488-9152-d34e0378890b,
ILO_Do Son-1X_Gas Ascii_1332.5m-2143m.xls,a3c44629-8dbb-4428-8167-aaf3e4e6d6e0,
ILO_Do Son-1X_Gas Ascii_2353m-2362.xls,43f58726-9e19-445d-ac18-1cdda4d8679e,
ILO_Do Son-1X_Gas Ascii_2362m-2390.xls,2cad81df-1ddb-4a08-817a-21ee795c0857,
ILO_Do Son-1X_Gas Ascii_2400m-2466.xls,4f47b929-332c-439d-bbea-3a5dc9acdb1a,
ILO_Do Son-1X_Gas Ascii_2388m-2409.xls,daf308a1-a498-49ce-8bce-1803510959a7,
ILO_Do Son-1X_Gas Ascii_2593m-2598.xls,3d292113-a072-449b-aa3c-3f0c53811a1e,
ILO_Do Son-1X_Gas Ascii_2600m-2624.xls,ed64b671-8095-4b06-ad94-f52bab778a16,
ILO_Do Son-1X_Gas Ascii_2420m-2593.xls,ce18ab2a-582b-4875-ad27-b84a0911714a,
ILO_Do Son-1X_Gas Ascii_2963m-3019.5_27.Oct09.xls,c0f397b2-6632-433c-b6b4-09ce646813ac,
ILO_Do Son-1X_Gas Ascii_2725m-2780_25Oct09.xls,08061a09-d36f-42b2-9ec0-cd3ade39bd0e,
ILO_Do Son-1X_Gas Ascii_2650m-2730_25Oct09.xls,53c5f136-66b5-4dc7-8cae-ee377fd0dd20,
"ILO_Do Son-1X_Midnight Report_23_Sep 19, 2009.doc",b3677bb4-5e4e-4352-9df4-3856e0c0e292,
"ILO_Do Son-1X_Morning Report_23_Sep 19, 2009.doc",32cb4500-b176-4d19-aec7-0cde20cd06d6,
"ILO_Do Son-1X_Morning Report_54_Oct 24, 2009.doc",9e24b1a1-1fbf-455d-aa27-f267f12c525c,
"ILO_Do Son-1X_Morning Report_55_Oct 25, 2009.doc",b2226e2b-ce0e-43ca-bc6e-ba025e4899cc,
"ILO_Do Son-1X_Morning Report_69_Nov 08, 2009.doc",213271aa-6496-40a5-9ed0-aa40adc2a798,
"ILO_Do Son-1X_Morning Report_70_Nov 09, 2009.doc",d05c4235-6b53-4835-9ded-eca538170672,
"ILO_Do Son-1X_Afternoon Report_54_Oct 24, 2009.doc",10c0bed6-2f37-4a61-88ae-2b7d3444de8a,
ILO_Do Son-1X_Gas Ascii_2622m-2654.xls,70700f37-5b3d-4731-adef-e231ba76fc74,
ILO_Do Son-1X_Drilling parameter_2620.5m-2654m.xls,09efc0cc-1b03-4afc-84f6-801c18ed685a,
DO SON-1X_Mudlog_2400-2650mMD_1500hrs_24 Oct 2009.pdf,052cc414-69e8-44b2-8ab9-ca5e975c9831,
ILO_Do Son-1X_Drilling parameter_2143m-2355m.txt,f9ecfaed-4c21-465f-8419-8be4bfe6cdfd,
ILO_Do Son-1X_Drilling parameter_1332m-2355m.txt,9891a5a2-166b-47f1-948d-44ed4061a5c4,
ILO_Do Son-1X_Drilling parameter_1332m-2143m.txt,700bf98f-089f-4952-adad-ed7ddbfc034a,
ILO_Do Son-1X_Drilling parameter_2420m-2593m.txt,28c77056-49cf-4a83-b9a5-1cc3d5a94c54,
ILO_Do Son-1X_Drilling parameter_2420m-2593m.xls,e5c25e94-45a7-43c8-b281-3539bc45ed4e,
ILO_Do Son-1X_Drilling parameter_2593m-2598m.txt,76ad1db6-08ca-450d-91c7-24b5a647fb8e,
ILO_Do Son-1X_Drilling parameter_2593m-2598m.xls,302c2663-bf66-4215-8618-90b4bd196b6a,
ILO_Do Son-1X_Drilling parameter_2605m-2624m_24Oct09.txt,6055cfc2-4031-4584-bbee-33e7e5af9488,
ILO_Do Son-1X_Drilling parameter_2605m-2624m_24Oct09.xls,64c2f3fa-1017-42ff-8f86-c546d66803a1,
ILO_Do Son-1X_Drilling parameter_2725m-2780m_25Oct09.txt,2fb35e5f-a282-4eb5-9093-2a5352df90b3,
ILO_Do Son-1X_Drilling parameter_2775m-2815m_26Oct09.txt,01fb591f-9cb6-4ca3-b807-c06d0870d707,
ILO_Do Son-1X_Drilling parameter_2725m-2780m_25Oct09.xls,3727a639-e57a-467c-bc9c-0fe05750742d,
ILO_Do Son-1X_Drilling parameter_2775m-2815m_26Oct09.xls,21e12230-89f7-4c12-83d8-1095e6a24f3e,
ILO_Do Son-1X_Drilling parameter_2900m-2963m_27th.Oct09.txt,698f49d7-d360-4613-b831-86b72647869e,
ILO_Do Son-1X_Drilling parameter_2900m-2963m_27th.Oct09.xls,99249381-e93f-4657-954a-a47ff740b715,
ILO_Do Son-1X_Drilling parameter_2960m-2919.5m_27th.Oct09.txt,c5d28f9e-6846-487c-986c-24cfb97026da,
ILO_Do Son-1X_Gas Ascii_1332.5m-2143m.txt,e7516121-f355-49ff-80d1-a3783ac9ee4c,
ILO_Do Son-1X_Gas Ascii_2143m-2355m.txt,8515b5b2-7afe-4081-9576-45d15c83cb28,
ILO_Do Son-1X_Gas Ascii_2420m-2593.txt,75ee9b07-d356-4a02-a64c-70b8b83b62eb,
ILO_Do Son-1X_Gas Ascii_1332.5m-2143m.xls,258fde37-0c37-42b7-885f-4b09665d715f,
ILO_Do Son-1X_Gas Ascii_2143m-2355m.xls,15e74034-bfd3-4528-8acc-7d7c4b49f4cf,
ILO_Do Son-1X_Gas Ascii_2593m-2598.txt,2f02080f-60ed-4889-844e-063443a00315,
ILO_Do Son-1X_Gas Ascii_2593m-2598.xls,a4741c67-b04c-4ba6-b61d-ea12288c2b51,
ILO_Do Son-1X_Gas Ascii_2420m-2593.xls,4e43be79-5a99-46df-b16b-987cda08c03c,
ILO_Do Son-1X_Gas Ascii_2725m-2780_25Oct09.txt,c8e81d66-fd75-4c4c-baa9-ed4e31299f28,
ILO_Do Son-1X_Gas Ascii_2775m-2815_26Oct09.txt,aa6fe864-4798-4e8a-9c59-0e1812c6ea5a,
ILO_Do Son-1X_Gas Ascii_2725m-2780_25Oct09.xls,b12a2344-6b08-4444-8212-064fc88f0785,
ILO_Do Son-1X_Gas Ascii_2900m-2963_27.Oct09.txt,03fdf153-c448-4eaf-a9d1-79cb91187271,
ILO_Do Son-1X_Gas Ascii_2775m-2815_26Oct09.xls,cf6e84e0-f93b-4124-9a5b-65313f43a005,
ILO_Do Son-1X_Gas Ascii_2900m-2963_27.Oct09.xls,82bd92f2-a93e-4b2d-b5d8-75e4e0dde540,
ILO_Do Son-1X_Gas Ascii_2963m-3019.5_27.Oct09.txt,50eb29a4-f790-47df-9389-a0592cdb6e9a,
Do Son-1X_Drilling Parameter.xls,05b2d0fb-ab36-48ee-b99e-7ca72efc8d15,
DO SON-1X_ROP and GAS DATA.xls,7a4bfc0d-c6ee-4c44-99db-b3f9f58e3b44,
ILO_Do Son-1X_Morning Report_58_Oct 28 2009.doc,c2dc7cde-d017-47fe-a6fd-6ad77f5cc1e9,
"ILO_Do Son-1X_Afternoon Report_56_Oct 26, 2009.doc",6b4bc98c-aea2-465d-bea0-577bb4fdc488,
ILO_Do Son-1X_Drilling parameter_2775m-2815m_26Oct09.xls,d100fc2f-73a2-4829-a4cf-b01754fffb3b,
DO SON-1X_Mudlog_2400-2810mMD_1500hrs_26 Oct 2009.pdf,3973a2c7-5c65-4e6b-92ef-351ac1705a56,
ILO_Do Son-1X_Gas Ascii_2775m-2815_26Oct09.xls,6193c492-3486-473e-805a-b12d3d6f47a0,
"ILO_Do Son-1X_Afternoon Report_57_Oct 27, 2009.doc",ef087bb9-846e-4093-bdf7-3e2d6d11448a,
DO SON-1X_Mudlog_2500-3020mMD_1500hrs_27 Oct 2009.pdf,ce1420e5-9af5-4996-8f20-75c646807b1c,
ILO_Do Son-1X_Drilling parameter_2960m-2919.5m_27th.Oct09.xls,a285ab15-e3d3-4135-9cab-465d33cd0402,
ILO_Do Son-1X_Gas Ascii_2963m-3019.5_27.Oct09.xls,a0c31f17-55d9-488d-918b-67c5e0528d34,
ILO_Do Son-1X_Drilling parameter_2900m-2963m_27th.Oct09.xls,cb87494a-6751-4ab6-9ace-d6c7bb211a55,
ILO_Do Son-1X_Gas Ascii_2900m-2963_27.Oct09.xls,f46800db-101a-47d7-b184-523d4085a9c9,
"ILO_Do Son-1X_Morning Report_57_Oct 27, 2009.doc",63e1ea38-1b07-4ff4-9c07-985b76bdfba4,
DO SON-1X_Mudlog_2400-2963mMD_0600hrs_27 Oct 2009.pdf,5cc59550-7167-47ec-9976-a92e06f7188c,
DO SON-1X_Mudlog_630-3028mMD_0600hrs_27 Oct 2009.pdf,8003d5ad-3e3f-4416-b6ce-498058a4469e,
Plot_update.plt,52f62a75-4af5-4c87-ab30-1b5b95f5376f,
106-HR-2X COORD Verification.pdf,6b8fd064-d9ad-46c9-89de-f903a3eda743,Final report
106-HR-2X DST1 Well test program (final).pdf,839a5faa-fd37-46ad-95e0-e8bcd6a8084b,Final report Approved
106-HR-2X-SWC Description.xls,515188c8-1d1d-4cf2-82e2-624c2eb05913,Final report
106-HR-2X Drilling programme.pdf,8b4328cd-748d-456f-8bb5-5ec8fb9ca5b2,Final report Approved
106-HR-2X  High resolution Bio report (approved) 2010 .pdf,ff028785-eab2-4dd8-b955-42797d42b38f,Final report Approved
106-HRD-2X_FWR.pdf,30ba2227-c00c-4a75-82a6-c4a4a64ab51c,Final report
106-Yen Tu-1X_Cuttings_Descriptions.pdf,85f79390-ccf8-43a4-b3df-b1f16d2a2a44,Final report
106-HR-2X_Composite Log.pdf,62179287-cba1-4440-9b1f-d8968d59a987,Final report
106-YT-1X DST_result.pdf,ee769002-bc4e-49ee-98f3-34821c244d08,Final report
106-YT- 1X_Log Interpretation.pdf,b41472bb-5fa4-4607-929f-6170dd03c008,Final report Approved
106-YT-1X Maker_30Sept2004_15.xls,b025e1bf-f0cf-4db4-a3c5-0a2f69ec3c12,Final report
106-YT-1X Post drill evaluation report.pdf,64af8087-4bbd-4982-b599-617b0bbf4db5,Final report Approved
106-YT-1X Well completion report (drilling) 2004.pdf,e0819049-bad2-4b85-9567-4016fb5ea3e9,Final report
106-HRD-2X FWR Drilling.pdf,e26ffc7e-5520-41ff-9bba-f74500f51397,Final report Approved
106-HR-1X Montage .pdf,a490e563-28b6-41f9-923b-bc8a2369a34d,Final report
106-YT-1X FWR (Logging).pdf,32208961-c893-4908-967e-21e10d9bdb20,Final report
106-HR-1X Well completion report.pdf,13790b08-3db7-45d1-8d3d-5594eff24a54,Final report Approved
106-HR-1XST4 Preliminary Well Test Result Summary.pdf,624e27fa-ed5f-4723-863d-ec36e64d28c1,Final report
106-HR-1XST4 Well Test Result Summary.pdf,86b5dd97-262f-4800-b5bd-994185a239fe,Final report
106-HR-1X_ST4__Survey_AWB_3602.91m.txt,804bcda3-0d56-4da5-831e-3cc6bb8cc3f9,Final report
106-HR-1X_Drilling Programme.pdf,8af88857-7881-4a74-977b-a31a679fdf26,Final report Approved
106-HR-1X_ST4__Survey_AWB_TD@3695.txt,3e8f2b6c-cb0d-4686-9f2a-c656455f636d,Final report
106-HR_1X_ writeup_Well_Proposal_FINAL_4_Dec07.pdf,6291e06b-58ad-4a49-8597-a714be82834f,Final report
106- HRN-1X-ST2 DST String.pdf,09055925-45a6-4fd3-aa9f-e35681f32a3f,Final report
106-HRD-1X FWR Drilling.doc,5ba02ffa-1337-4fb7-bd71-3d83bb5cede9,Final report
106-HRN-1X Bao cao nhanh ket qua GK.pdf,85828f13-922c-43b4-9873-d2cbbc63b2bb,Final report
106-HRN-1X FWR Drilling.pdf,071122f7-b60a-4797-9482-7fa65e36c733,Final report
106-HRN-1X PROVISION OF MARINE SITE SURVEY AND SOIL BORING SERVICES_Final Report.pdf,ecc44c6f-601d-450e-8395-22db35274fe4,Final report
"106-HRN-1X, HRN-1XST,HRN-1X-ST2_Geological well completion report.pdf",ce85927e-590e-48fc-888f-6d35277470ca,Final report
106-HRN-1X-ST2 Actual Survey.xls,c35f8665-dc76-4c23-af22-a7f11e7484aa,Final report
106-HRN-1X-ST2 Well Test Report - Final PVEP .pdf,673529cd-71ca-49ac-b218-0e79faf75d5e,Final report
106-YT-1X_Well Completion Report.pdf,298d1d83-5063-4f6d-9d0a-94c0880880d4,Final report Approved
106-HRN-1X-ST2 Well test summary .pdf,1829a26d-71fb-4242-b7bb-706d3a7e4e1c,Final report
106-HRN-1XST_FWR Drilling.doc,4ea3d132-f752-4ac8-982f-6efc218d3bfc,Final report
106-YENTU-2X WCR Y(Drilling) 2009_approved.pdf,4862eca1-ee0d-4213-853a-1648cc70ef7f,Final report Approved
106-YT-2X Bao cao tong ket gieng khoan.doc,7f47fcf4-8d24-423d-b070-259751419217,Final report
106-YT-2X SIDEWALL CORE DESCRIPTION.doc,f9318c3c-18de-4194-a686-7a4b6821b914,Final report
YT-2X-Well proposal full.pdf,fd60d64d-409c-4d12-b049-114098e38b0a,Final report
106-YT-2X FWR (Logging).pdf,77bc9c4a-ecad-4219-abc5-1957f6fba5a1,Final report
106-HRD-1X ST DST 3 Well Test Report_Final PVEP.pdf,2a3a515a-7a4a-493a-8fcb-4f1730e511b0,Final report
106-HRD-1X ST_DST 1 Well Test Report_Final PVEP.pdf,925d0b81-d7d4-4ae7-adca-79f82af45514,Final report
106-HRD-1X-ST DST 2 Well Test Report_Final PVEP.pdf,61f068cd-6092-4c26-812c-c853347d4608,Final report
106.10-HRD-1X Biostratigraphic report.pdf,231b9e01-0916-4263-a8ab-4ff6e275e0ab,Final report
106.10-HRD-1X Báo_cáo_thẩm_định_HRD-1X.pdf,b07adade-b4ee-4881-9a65-e9a3048185cf,Final report
106-HRN-1X and 106.10-HRN-1X-ST and 106.10-HRN-1X-ST2_Final well report .pdf,c14144ca-5b0a-46a6-8ace-e9054a938efe,Final report Approved
106.10-HRD-1X FWR Drilling.pdf,36af2d0d-99fc-46c4-aafe-de2d65bad016,Final report
"106.10-HRD-1X, HRD-1X-ST_Geological well completion report .pdf",599f4354-cfd7-4907-8d21-4ca7be28456f,Final report Approved
DailyReport_Statistic-106-DS-1X.xls,c607fce1-f7aa-443f-8e2e-64d5e49a83b0,
HR-2X_Int_VSP_TOB prognosis.ppt,2904e8cf-5aa8-40b8-938e-d34f34c0fd28,
YenTu-1X_MDT_Fluid Data1.xls,da0ec13e-0e04-4b54-9f94-9629c9f2b49e,Final report
YenTu-1X_MDT_RUN1.xls,11e2bad2-916b-41d8-994c-30e6a53c8d4b,Final report
Ham Rong-2X_Mudlog_3300-3503mMD_1500hrs_28 Jan 2010.pdf,d2de973b-5d30-442a-812f-9d42f32c5e3c,Final report
Ham Rong-2X_Mudlog_3400-3854mMD_0600hrs_03 Feb 2010.pdf,34302bb6-6297-4767-a1de-0335463e02cb,Final report
Ham Rong-2X_Mudlog_2100-3432mMD_0600hrs_21 Jan 2010.pdf,3fa76f7a-b8ad-430b-9fce-ec75b7f2b4df,Final report
Ham Rong-2X_Mudlog_3700-3920mMD_0600hrs_28 Feb 2010.pdf,730e413a-1e16-4df6-916f-1ff2639b04ab,Final report
Ham Rong-2X_Mudlog_50-2111mMD_1500hrs_13 Dec 2009.pdf,63064686-0dc9-4028-9464-921fc93d0a99,Final report
Yentu-1X 50-1967m.pdf,3bb780eb-8015-4d89-85ad-d36addbe8a58,Final report
106-YT-1X CHART SCI.pdf,4fced56a-e508-46ed-95bc-589b905f5901,Final report
M_CHART_YENTU-1X.xls,44374e55-e7e0-4ec1-b095-5f619a96c0c9,Final report
106-YEN_TU-1X Report.pdf,6d4011d4-2cd8-4698-88ee-6ee0a45242f7,Final report
N_CHART_YENTU-1X.xls,aa079fe8-2b69-45a1-b8ea-224059a9e1bf,Final report
P_CHART_YENTU-1X.xls,c992c815-6672-4359-a0c7-65f83b6fc7b0,Final report
Ham Rong -1X-ST1 3200-3370.pdf,368c2bab-5110-4b6f-9ae6-811c431ec2e1,Final report
Ham Rong -1X-ST2_Pr_3200-3252m.pdf,065ed537-60d2-4afe-883c-5564be55fe76,Final report
Ham Rong -1X-ST2_Pr_3200-3264.5m.pdf,1e6bf7b9-ceff-402e-8070-813f5e8e2049,Final report
Ham Rong -1X-ST3_Press_2900-3160m.pdf,c9fcd3e7-5c87-4b24-9a29-dd202f47bce5,Final report
Ham Rong -1X-ST3_Press_2900-3233m.pdf,185b3ef6-5f5e-4237-a82d-96b6ef114031,Final report
Ham Rong -1X-ST3_Press_2900-3531m.pdf,a3dbb566-4493-4645-9bcc-1887cb29d962,Final report
Ham Rong -1X-ST3_Press_3200 - 3545m.pdf,06e35113-2b03-45bb-96f6-099ccdd03651,Final report
Ham Rong -1X-ST3_Press_3400-3640m.pdf,b63da909-9426-4e34-a2e9-94f33ab1802a,Final report
Ham Rong -1X-ST3_Press_3400-3675m.pdf,6a4dfea8-d1b2-47d4-b820-0bf62afbc6d4,Final report
Ham Rong -1X-ST3_Press_3400-3700m.pdf,469695dc-7d56-4a59-b9fa-45a5a1018708,Final report
Ham Rong -1X-ST3_Press_3400-3744m.pdf,9a8eee28-af3f-4716-8219-91c084f7107e,Final report
Ham Rong -1X-ST3_Press_3500-3727m.pdf,d1e2e4dc-6765-4fb2-a4ec-3d0843695002,Final report
Ham Rong -1X-ST4_Press Log_3100-3695m.pdf,8d83295b-2571-4965-a5ea-fa3017254d0d,Final report
Ham Rong -1X-ST4_Press Log_3100-3716m.pdf,faaf16e1-7c95-400e-acfe-12520f617a6f,Final report
